City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
TechHaven,Autonomous Vehicle,Clear,Booming,Sunday,10,58.0625,0,0,52.7841,0.3512
SolarisVille,Car,Clear,Stable,Friday,19,14.5045,0,0,14.5045,0.443
AquaCity,Autonomous Vehicle,Rainy,Booming,Tuesday,1,88.0612,0,0,70.449,0.5005
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,6,28.8886,0,1,26.2623,0.1072
MetropolisX,Autonomous Vehicle,Snowy,Recession,Monday,1,85.0738,0,0,81.4104,0.251
AquaCity,Drone,Rainy,Stable,Wednesday,1,82.2282,0,0,41.1141,0.8239
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,20,82.0147,0,0,72.6694,0.1704
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,11,58.6958,0,0,56.1682,0.0623
SolarisVille,Drone,Snowy,Recession,Monday,21,55.594,0,0,27.797,0.2017
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,5,69.6725,0,0,66.6723,0.2899
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,20,33.5559,0,0,26.073,0.0955
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Thursday,5,55.1322,0,0,44.1058,0.2146
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Sunday,6,83.0903,0,0,66.4722,0.214
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Saturday,18,40.6749,0,0,36.9772,0.049
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,12,90.9692,0,0,72.7753,0.0767
SolarisVille,Autonomous Vehicle,Snowy,Recession,Saturday,22,74.9224,0,0,59.9379,0.1289
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Friday,12,77.2247,0,0,61.7798,0.2064
AquaCity,Drone,Rainy,Recession,Thursday,4,67.1226,0,0,33.5613,0.3712
AquaCity,Car,Snowy,Recession,Wednesday,21,46.0903,0,0,46.0903,0.4043
SolarisVille,Drone,Solar Flare,Booming,Monday,6,22.5535,0,0,11.2767,0.1622
TechHaven,Autonomous Vehicle,Snowy,Stable,Wednesday,13,30.9488,0,0,29.616,0.2732
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,19,27.9251,0,0,24.8223,0.3908
Ecoopolis,Drone,Electromagnetic Storm,Stable,Friday,12,31.2788,0,0,15.6394,0.2078
Ecoopolis,Drone,Clear,Booming,Friday,15,61.6641,0,0,30.832,0.3045
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,15,82.8212,0,0,79.2547,0.2045
SolarisVille,Flying Car,Clear,Stable,Wednesday,4,59.459,0,0,71.3508,0.3907
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Saturday,13,38.9329,1,0,31.1463,0.0643
Ecoopolis,Flying Car,Electromagnetic Storm,Booming,Tuesday,4,71.1088,0,0,85.3306,0.3992
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,16,68.0721,0,0,54.4577,0.3458
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Tuesday,22,113.2915,0,1,102.9922,0.3978
AquaCity,Autonomous Vehicle,Clear,Stable,Tuesday,0,95.2191,0,0,76.1753,0.5586
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,15,73.6297,0,0,78.2878,0.0135
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,12,74.8587,0,0,71.6352,0.5452
Ecoopolis,Drone,Rainy,Stable,Monday,16,63.1474,0,0,31.5737,0.2499
MetropolisX,Drone,Snowy,Recession,Tuesday,16,49.9521,0,0,29.8757,0.2833
AquaCity,Autonomous Vehicle,Snowy,Stable,Tuesday,6,80.0469,0,0,64.0375,0.4518
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Thursday,21,64.9828,0,0,57.7625,0.1849
AquaCity,Drone,Snowy,Booming,Friday,2,82.5839,0,0,41.2919,0.5915
TechHaven,Autonomous Vehicle,Clear,Booming,Wednesday,20,49.1042,0,0,41.3335,0.2699
Neuroburg,Autonomous Vehicle,Rainy,Stable,Tuesday,13,32.0351,0,0,30.6556,0.1017
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Thursday,4,26.0027,0,0,23.6388,0.0369
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,18,24.3868,1,0,15.1588,0.1254
Neuroburg,Drone,Rainy,Booming,Wednesday,9,83.7989,0,0,50.119,0.0477
SolarisVille,Flying Car,Rainy,Stable,Tuesday,6,45.243,0,0,54.2916,0.4482
AquaCity,Autonomous Vehicle,Rainy,Stable,Monday,9,58.8832,0,0,47.1065,0.4298
MetropolisX,Drone,Clear,Recession,Friday,23,24.8237,0,0,14.1044,0.2253
Neuroburg,Drone,Clear,Booming,Sunday,4,18.5023,0,0,13.1408,0.0921
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,16,73.3394,0,0,66.6722,0.0757
SolarisVille,Autonomous Vehicle,Clear,Recession,Wednesday,18,95.04,1,0,93.4245,0.1898
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,19,84.1475,0,0,68.8239,0.0378
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Monday,3,49.2699,0,0,39.4159,0.1932
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Monday,7,69.12,1,0,81.0563,0.3323
Ecoopolis,Drone,Solar Flare,Recession,Sunday,6,100.5342,0,0,50.2671,0.1687
AquaCity,Drone,Clear,Booming,Saturday,16,59.6976,0,0,29.8488,0.6011
MetropolisX,Autonomous Vehicle,Snowy,Booming,Tuesday,5,123.12,0,0,120.9492,0.7662
MetropolisX,Autonomous Vehicle,Snowy,Booming,Wednesday,7,48.7971,1,0,41.0923,0.6337
Neuroburg,Autonomous Vehicle,Snowy,Booming,Sunday,0,37.1267,0,0,35.5279,0.0922
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,15,39.7251,0,0,38.0144,0.0741
Ecoopolis,Flying Car,Rainy,Recession,Tuesday,18,49.1627,1,0,58.9953,0.1209
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,15,58.4292,0,0,53.1175,0.091
SolarisVille,Autonomous Vehicle,Clear,Booming,Tuesday,4,87.0779,0,0,69.6623,0.2617
SolarisVille,Drone,Clear,Booming,Tuesday,6,48.6383,0,0,24.3191,0.4594
Neuroburg,Autonomous Vehicle,Rainy,Recession,Sunday,23,49.6192,0,0,47.4825,0.0088
Ecoopolis,Drone,Clear,Recession,Tuesday,10,50.3755,0,0,27.9864,0.0292
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,13,58.7719,0,0,56.241,0.0165
SolarisVille,Autonomous Vehicle,Clear,Booming,Monday,7,75.799,1,0,75.799,0.2671
MetropolisX,Autonomous Vehicle,Clear,Stable,Wednesday,6,112.6307,0,0,102.3916,0.6777
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,21,85.7657,0,0,82.9014,0.2246
Ecoopolis,Autonomous Vehicle,Clear,Stable,Saturday,11,83.7963,0,0,67.037,0.2501
TechHaven,Drone,Solar Flare,Stable,Tuesday,13,100.9597,0,0,57.3635,0.399
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,10,59.0899,0,1,47.2719,0.4302
SolarisVille,Flying Car,Solar Flare,Stable,Friday,5,46.2834,0,0,55.5401,0.196
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,23,95.6274,0,0,91.5095,0.0341
Neuroburg,Autonomous Vehicle,Clear,Stable,Wednesday,12,98.4012,0,0,89.4556,0.0747
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Sunday,5,101.4933,0,0,81.1946,0.2174
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,4,27.4235,0,0,26.2425,0.2789
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,0,83.5413,0,0,66.833,0.145
AquaCity,Autonomous Vehicle,Clear,Booming,Sunday,20,75.4605,0,0,60.3684,0.701
Ecoopolis,Drone,Solar Flare,Stable,Thursday,20,61.812,0,0,30.906,0.1592
MetropolisX,Flying Car,Rainy,Recession,Friday,15,18.9569,0,0,43.1919,0.1688
Ecoopolis,Drone,Clear,Recession,Saturday,7,28.6118,0,0,14.3059,0.0954
SolarisVille,Drone,Snowy,Stable,Tuesday,22,57.7186,0,0,28.8593,0.5278
SolarisVille,Car,Electromagnetic Storm,Recession,Sunday,15,61.5065,0,0,61.5065,0.0621
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,22,60.7704,0,0,55.2458,0.275
SolarisVille,Car,Snowy,Booming,Wednesday,23,58.1861,0,0,58.1861,0.3226
AquaCity,Drone,Solar Flare,Recession,Friday,9,99.3145,0,0,49.6572,0.1955
SolarisVille,Flying Car,Solar Flare,Booming,Friday,12,90.5854,0,0,108.7025,0.2705
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,15,63.6999,0,0,50.9599,0.3931
TechHaven,Autonomous Vehicle,Rainy,Booming,Thursday,1,47.7885,0,0,45.7306,0.2564
AquaCity,Autonomous Vehicle,Rainy,Booming,Tuesday,13,22.5488,0,0,18.0391,0.7479
Neuroburg,Drone,Snowy,Booming,Saturday,16,25.7566,0,0,15.4047,0.0608
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Wednesday,7,83.7833,1,0,60.9333,0.26
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Monday,18,40.9675,1,0,36.4155,0.1414
MetropolisX,Autonomous Vehicle,Rainy,Stable,Thursday,4,93.1265,0,0,89.1163,0.4576
AquaCity,Car,Rainy,Stable,Wednesday,13,58.7408,0,0,58.7408,0.5927
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Friday,19,88.3812,0,0,74.3949,0.3221
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Thursday,18,79.751,1,0,58.5866,0.075
MetropolisX,Autonomous Vehicle,Rainy,Booming,Saturday,5,32.8286,0,0,31.4149,0.55
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,3,91.9555,0,0,87.9957,0.1768
MetropolisX,Flying Car,Snowy,Stable,Sunday,17,40.145,0,0,57.6244,0.4343
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Tuesday,17,79.3396,1,0,57.7015,0.6218
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Wednesday,16,30.1811,0,0,24.1448,0.0748
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Saturday,14,30.0441,1,0,21.8502,0.0631
SolarisVille,Drone,Snowy,Booming,Saturday,8,92.9419,0,0,46.471,0.365
Neuroburg,Autonomous Vehicle,Rainy,Stable,Saturday,9,62.6685,0,0,59.9698,0.0757
SolarisVille,Drone,Rainy,Booming,Saturday,5,108,0,0,56.4163,0.336
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,23,80.1772,0,0,64.1417,0.5793
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Monday,7,31.7599,1,0,25.4079,0.1004
SolarisVille,Autonomous Vehicle,Rainy,Booming,Wednesday,9,45.8558,0,0,36.6846,0.3026
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,22,94.1329,0,0,90.0794,0.3917
Neuroburg,Autonomous Vehicle,Rainy,Recession,Monday,0,61.4179,0,1,58.7731,0.0135
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Wednesday,0,37.1631,0,0,33.7846,0.03
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Thursday,10,96,0,0,77.4605,0.3696
SolarisVille,Drone,Electromagnetic Storm,Booming,Thursday,13,39.101,0,1,24.4381,0.641
TechHaven,Drone,Solar Flare,Stable,Tuesday,0,28.5482,0,0,16.2206,0.3137
TechHaven,Drone,Snowy,Booming,Monday,7,20.4714,1,0,9.7949,0.365
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,8,49.4396,1,1,39.5517,0.6088
MetropolisX,Autonomous Vehicle,Snowy,Recession,Saturday,4,37.2691,0,0,56.6099,0.0812
TechHaven,Autonomous Vehicle,Rainy,Booming,Tuesday,17,99.3168,1,1,78.0585,0.3193
SolarisVille,Autonomous Vehicle,Rainy,Recession,Friday,3,46.3932,0,0,37.1146,0.0992
Ecoopolis,Drone,Snowy,Recession,Wednesday,20,95.04,0,0,52.8946,0.11
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,11,95.07,0,0,86.4273,0.0649
MetropolisX,Autonomous Vehicle,Rainy,Booming,Thursday,5,22.4463,0,0,21.4797,0.4741
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Monday,6,101.8815,0,0,81.5052,0.0291
MetropolisX,Flying Car,Electromagnetic Storm,Recession,Saturday,16,99.9506,0,0,143.4697,0.153
Neuroburg,Drone,Snowy,Recession,Friday,13,67.4706,0,0,40.3532,0.0324
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,14,96,1,0,86.3546,0.1841
Neuroburg,Autonomous Vehicle,Clear,Stable,Monday,12,19.5533,0,0,17.7757,0.118
AquaCity,Autonomous Vehicle,Snowy,Recession,Sunday,1,70.1042,0,0,56.0833,0.2025
MetropolisX,Drone,Clear,Booming,Saturday,16,24.0675,0,0,13.6747,0.5924
AquaCity,Flying Car,Snowy,Stable,Thursday,18,56.927,1,0,68.3124,0.6885
AquaCity,Drone,Solar Flare,Booming,Tuesday,3,59.9125,0,0,29.9562,0.3963
Neuroburg,Drone,Rainy,Stable,Friday,0,86.237,0,0,51.5772,0.1527
AquaCity,Flying Car,Electromagnetic Storm,Booming,Saturday,22,89.9284,0,0,107.9141,0.7266
AquaCity,Car,Snowy,Booming,Monday,13,29.8214,0,0,29.8214,0.4477
MetropolisX,Autonomous Vehicle,Clear,Recession,Monday,19,42.6518,0,0,39.166,0.129
MetropolisX,Autonomous Vehicle,Rainy,Booming,Thursday,17,108.3456,1,0,102.723,0.4239
AquaCity,Drone,Rainy,Stable,Sunday,1,70.0955,0,0,35.0478,0.4543
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Saturday,2,31.5397,0,0,25.2317,0.049
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,21,26.505,0,0,23.56,0.8426
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,16,18.0488,0,0,17.2716,0.0786
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,1,73.7209,0,0,67.019,0.1027
Neuroburg,Autonomous Vehicle,Rainy,Booming,Tuesday,22,78.6788,0,0,75.2907,0.0563
MetropolisX,Drone,Rainy,Booming,Wednesday,19,64.6564,0,0,38.6701,0.3906
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,7,76.8,1,0,92.33,0.2169
AquaCity,Flying Car,Snowy,Recession,Thursday,3,34.814,0,0,41.7767,0.2898
TechHaven,Autonomous Vehicle,Rainy,Booming,Friday,22,33.4716,0,0,32.0302,0.1389
Ecoopolis,Flying Car,Rainy,Recession,Tuesday,0,31.4348,0,0,37.7217,0.1373
TechHaven,Autonomous Vehicle,Clear,Stable,Sunday,16,37.5228,0,0,47.3773,0.3264
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,22,24.6527,0,0,23.5911,0.2262
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,1,96,0,0,79.255,0.2564
MetropolisX,Autonomous Vehicle,Rainy,Stable,Tuesday,6,25.7141,0,0,21.654,0.7578
MetropolisX,Autonomous Vehicle,Clear,Recession,Saturday,21,50.4524,0,1,45.8659,0.2815
AquaCity,Flying Car,Rainy,Recession,Monday,6,20.8532,0,0,25.0238,0.2009
AquaCity,Autonomous Vehicle,Snowy,Booming,Friday,5,36.0918,0,0,28.8735,0.6387
Ecoopolis,Drone,Solar Flare,Recession,Sunday,16,84.9403,0,0,42.4701,0.1291
SolarisVille,Car,Snowy,Recession,Tuesday,20,74.9294,0,1,74.9294,0.2532
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Sunday,13,60.5064,1,0,44.0047,0.0747
SolarisVille,Autonomous Vehicle,Snowy,Recession,Tuesday,18,84.6676,1,0,75.2601,0.0749
AquaCity,Autonomous Vehicle,Clear,Recession,Thursday,7,72.2919,1,0,57.8336,0.0762
Neuroburg,Autonomous Vehicle,Rainy,Stable,Wednesday,13,50.661,0,0,48.4794,0.0761
AquaCity,Drone,Electromagnetic Storm,Booming,Friday,23,74.9041,0,0,37.452,0.4195
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Tuesday,0,73.3784,0,0,58.7027,0.1368
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,17,76.8,1,1,77.7915,0.2635
AquaCity,Drone,Snowy,Recession,Tuesday,5,44.4356,0,0,24.6864,0.1968
SolarisVille,Autonomous Vehicle,Clear,Booming,Thursday,0,62.3769,0,0,62.3769,0.2215
SolarisVille,Drone,Electromagnetic Storm,Booming,Sunday,10,22.6106,0,0,11.3053,0.6001
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Saturday,3,67.0283,0,0,53.6226,0.1029
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,8,53.9885,1,0,43.1908,0.1783
Ecoopolis,Drone,Solar Flare,Stable,Wednesday,14,82.8927,0,0,41.4464,0.1754
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,18,43.5285,1,0,38.692,0.3555
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Friday,15,52.027,0,1,47.2973,0.0957
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Tuesday,14,21.4969,0,0,17.1975,0.1972
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Monday,3,73.6821,0,0,66.9837,0.326
AquaCity,Autonomous Vehicle,Rainy,Booming,Friday,2,22.6316,0,0,18.1053,0.3143
SolarisVille,Autonomous Vehicle,Snowy,Recession,Wednesday,16,23.0469,0,0,18.4375,0.0785
AquaCity,Drone,Electromagnetic Storm,Stable,Wednesday,12,108,0,0,54.693,0.8672
AquaCity,Autonomous Vehicle,Rainy,Recession,Saturday,0,60.6963,0,0,48.557,0.2688
Ecoopolis,Car,Electromagnetic Storm,Booming,Thursday,5,40.1478,0,0,40.1478,0.4165
Ecoopolis,Drone,Electromagnetic Storm,Stable,Sunday,9,92.4125,0,0,46.2062,0.2277
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,20,66.876,0,0,63.9962,0.0489
Neuroburg,Autonomous Vehicle,Rainy,Stable,Sunday,0,48.884,0,0,46.7789,0.0911
SolarisVille,Autonomous Vehicle,Clear,Booming,Tuesday,7,37.7632,1,0,30.2106,0.476
TechHaven,Autonomous Vehicle,Clear,Booming,Wednesday,10,42.7866,0,0,38.8969,0.2468
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,1,60.7862,0,0,55.2601,0.182
Ecoopolis,Drone,Electromagnetic Storm,Booming,Wednesday,12,63.6324,0,0,31.8162,0.1224
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,0,51.6415,0,0,46.9468,0.1217
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,19,39.0308,0,0,34.5833,0.2238
AquaCity,Autonomous Vehicle,Clear,Recession,Thursday,21,94.5471,0,0,84.0419,0.1456
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Wednesday,1,48.2568,0,1,38.6054,0.3814
AquaCity,Autonomous Vehicle,Clear,Booming,Tuesday,5,104.8851,0,0,83.9081,0.4031
TechHaven,Autonomous Vehicle,Rainy,Stable,Wednesday,17,25.2732,1,0,19.3479,0.159
SolarisVille,Car,Snowy,Stable,Wednesday,0,46.4375,0,0,46.4375,0.5104
Neuroburg,Autonomous Vehicle,Snowy,Stable,Thursday,3,70.2097,0,0,67.1863,0.0639
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,21,23.5571,0,0,19.8292,0.2152
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,5,54.0167,0,0,43.2134,0.1426
Ecoopolis,Car,Solar Flare,Booming,Thursday,20,25.6293,0,0,25.6293,0.2568
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Wednesday,11,106.9114,0,0,85.5291,0.0963
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Monday,13,73.4874,0,0,65.3221,0.113
SolarisVille,Car,Clear,Recession,Thursday,22,80.6643,0,0,80.6643,0.0918
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Tuesday,1,52.1815,0,0,47.4377,0.3293
Neuroburg,Drone,Solar Flare,Booming,Sunday,14,61.3215,1,0,27.8734,0.1125
SolarisVille,Autonomous Vehicle,Clear,Recession,Monday,0,67.5273,0,0,54.0218,0.1945
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,14,59.3203,1,0,43.142,0.1936
MetropolisX,Drone,Rainy,Stable,Friday,8,45.3443,1,0,21.6958,0.6268
MetropolisX,Autonomous Vehicle,Clear,Stable,Wednesday,6,29.7711,0,0,27.0647,0.4715
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,0,25.8869,0,0,20.7095,0.3937
TechHaven,Drone,Rainy,Recession,Sunday,10,64.2561,0,0,38.4307,0.0338
SolarisVille,Autonomous Vehicle,Clear,Recession,Tuesday,23,90.3621,0,0,72.2896,0.1192
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Thursday,21,20.1647,0,0,22.4052,0.2251
Ecoopolis,Car,Snowy,Recession,Wednesday,14,71.9363,0,0,71.9363,0.0414
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,10,71.7561,0,0,57.4048,0.2963
SolarisVille,Car,Clear,Recession,Tuesday,8,77.1581,1,0,85.7312,0.2377
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Saturday,19,67.4387,0,0,53.951,0.2777
SolarisVille,Autonomous Vehicle,Snowy,Stable,Monday,12,39.1941,0,0,31.3553,0.4198
Ecoopolis,Drone,Solar Flare,Recession,Saturday,22,60.0833,0,0,30.0416,0.1448
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,7,64.9458,1,0,47.2333,0.1158
SolarisVille,Drone,Clear,Recession,Thursday,9,77.7016,0,0,38.8508,0.2043
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,20,79.9949,0,0,70.8798,0.2314
SolarisVille,Flying Car,Snowy,Stable,Thursday,6,27.3093,0,0,32.7711,0.5052
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Wednesday,7,54.0391,1,0,43.2313,0.0897
AquaCity,Autonomous Vehicle,Snowy,Booming,Thursday,3,37.8972,0,0,30.3178,0.3608
MetropolisX,Flying Car,Electromagnetic Storm,Stable,Sunday,12,33.901,1,1,38.9294,0.5325
SolarisVille,Drone,Solar Flare,Booming,Wednesday,21,43.5756,0,0,21.7878,0.1842
AquaCity,Drone,Clear,Stable,Saturday,15,82.7591,0,0,45.9773,0.584
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,8,69.7385,1,0,53.3884,0.0861
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,5,50.0011,0,0,45.4555,0.1842
Ecoopolis,Car,Solar Flare,Recession,Tuesday,3,92.343,0,0,92.343,0.2043
Ecoopolis,Drone,Solar Flare,Stable,Tuesday,21,96,0,0,52.6276,0.1901
TechHaven,Autonomous Vehicle,Snowy,Recession,Wednesday,15,64.6541,0,0,61.87,0.0501
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,5,106.5206,0,0,96.8369,0.2041
Neuroburg,Autonomous Vehicle,Rainy,Recession,Tuesday,5,17.1893,0,0,16.4491,0.0322
MetropolisX,Flying Car,Snowy,Stable,Wednesday,19,67.6831,0,0,97.1528,0.5922
MetropolisX,Autonomous Vehicle,Snowy,Stable,Tuesday,11,54.7245,0,0,52.3679,0.3954
SolarisVille,Drone,Rainy,Stable,Saturday,20,101.9839,0,0,50.9919,0.2869
TechHaven,Autonomous Vehicle,Snowy,Booming,Saturday,1,98.2635,0,0,94.0321,0.1937
SolarisVille,Drone,Snowy,Booming,Saturday,23,69.8698,0,0,34.9349,0.4712
MetropolisX,Drone,Snowy,Stable,Monday,2,53.3562,0,0,31.9116,0.4808
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,16,70.6952,0,0,67.6509,0.0294
SolarisVille,Autonomous Vehicle,Snowy,Recession,Monday,8,31.8025,1,0,25.442,0.2574
TechHaven,Autonomous Vehicle,Snowy,Recession,Saturday,20,72.5892,0,0,69.4633,0.0818
Ecoopolis,Drone,Snowy,Recession,Friday,10,47.9369,0,0,23.9684,0.0477
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,22,49.1964,0,0,39.3571,0.0756
MetropolisX,Autonomous Vehicle,Rainy,Recession,Tuesday,10,86.5307,0,0,82.8045,0.2539
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Friday,20,26.8187,0,0,24.6269,0.2441
TechHaven,Autonomous Vehicle,Clear,Recession,Monday,6,17.4416,0,0,15.856,0.0898
AquaCity,Autonomous Vehicle,Snowy,Booming,Tuesday,11,82.0374,0,0,65.6299,0.4845
AquaCity,Car,Clear,Recession,Monday,14,22.8371,0,0,22.8371,0.1453
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Thursday,2,23.9187,0,0,19.1349,0.1022
SolarisVille,Drone,Electromagnetic Storm,Booming,Sunday,4,57.189,0,0,28.5945,0.4235
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,10,57.9404,0,0,46.3523,0.2255
Neuroburg,Drone,Solar Flare,Stable,Tuesday,10,78.4492,0,0,44.5734,0.0944
SolarisVille,Drone,Rainy,Stable,Saturday,7,70.2259,0,0,35.1129,0.4341
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Thursday,2,50.0235,0,0,45.4759,0.0414
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,11,93.8653,0,0,83.4358,0.0347
Neuroburg,Autonomous Vehicle,Rainy,Booming,Thursday,2,108.3456,0,0,113.6933,0.0919
AquaCity,Autonomous Vehicle,Snowy,Booming,Monday,18,43.9652,1,0,39.0801,0.4494
Ecoopolis,Drone,Snowy,Stable,Friday,11,68.6832,0,0,34.3416,0.3687
SolarisVille,Autonomous Vehicle,Rainy,Booming,Wednesday,17,58.4067,1,0,46.7254,0.4266
AquaCity,Car,Snowy,Stable,Friday,0,74.7747,0,0,74.7747,0.5092
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,15,68.4764,0,0,65.5277,0.0395
AquaCity,Autonomous Vehicle,Snowy,Stable,Wednesday,9,37.141,0,0,29.7128,0.449
AquaCity,Drone,Rainy,Stable,Sunday,3,23.4246,0,0,11.7123,0.8049
TechHaven,Autonomous Vehicle,Rainy,Booming,Wednesday,6,31.5764,0,0,30.2166,0.2559
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Monday,11,46.6487,0,0,42.4079,0.0775
Neuroburg,Autonomous Vehicle,Rainy,Stable,Monday,16,49.2577,0,0,47.1366,0.0378
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,10,41.999,0,0,33.5992,0.0818
MetropolisX,Autonomous Vehicle,Rainy,Booming,Monday,3,47.7248,0,0,45.6696,0.4435
SolarisVille,Drone,Solar Flare,Booming,Thursday,21,55.1083,0,0,27.5542,0.1638
Ecoopolis,Drone,Electromagnetic Storm,Stable,Monday,1,76.7223,0,0,38.3611,0.3781
TechHaven,Drone,Snowy,Stable,Monday,1,53.649,0,1,32.0867,0.2787
